Name,Symbol,Industry Group,Industry,Current Price
NRB Bearings,NRBBEARING,Auto Components,Auto Components & Equipments,447
NRB Indl Bearing,NIBL,Industrial Products,Abrasives & Bearings,30.8
NTC Industries,NTCIND,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,133.16
NTPC,NTPC,Power,Power Generation,332.5
NTPC Green Ene.,NTPCGREEN,Power,Power Generation,89.36
Nucleus Soft.,NUCLEUS,IT - Software,Software Products,729.15
Nupur Recyclers,NRL,Metals & Minerals Trading,Trading - Metals,126.92
Nureca,NURECA,Healthcare Equipment & Supplies,Medical Equipment & Supplies,322.7
Nuvama Wealth,NUVAMA,Capital Markets,Stockbroking & Allied,1815.6
Nuvoco Vistas,NUVOCO,Cement & Cement Products,Cement & Cement Products,352.15
Nxt-Infra Trust,NXT-INFRA,Construction,Civil Construction,97
O N G C,ONGC,Oil,Oil Exploration & Production,234.65
OBCL,OBCL,Transport Services,Logistics Solution Provider,55.19
Oberoi Realty,OBEROIRLTY,Realty,"Residential, Commercial Projects",1875.6
OBSC Perfection,OBSCP,Auto Components,Auto Components & Equipments,835.75
OCCL,OCCLLTD,Chemicals & Petrochemicals,Commodity Chemicals,163.93
Odigma Consultan,ODIGMA,IT - Services,IT Enabled Services,23.45
Odyssey Corpn.,ODYCORP,Finance,Non Banking Financial Company (NBFC),7.46
Oil Country,OILCOUNTUB,Oil,Oil Equipment & Services,65
Oil India,OIL,Oil,Oil Exploration & Production,488.3
Ola Electric,OLAELEC,Automobiles,2/3 Wheelers,38.2
Olectra Greentec,OLECTRA,Automobiles,Passenger Cars & Utility Vehicles,1229
Om Freight Forwa,OMFREIGHT,Transport Services,Logistics Solution Provider,89.84
Om Infra,OMINFRAL,Construction,Civil Construction,84.43
Om Power Transmission,OMPOWER,Construction,Civil Construction,175.68
Omax Autos,OMAXAUTO,Auto Components,Auto Components & Equipments,183.07
Omaxe,OMAXE,Realty,"Residential, Commercial Projects",136.38
Omfurn India,OMFURN,Consumer Durables,"Furniture, Home Furnishing",53.85
Omnitech Engg.,OMNI,Industrial Manufacturing,Industrial Products,526
On Door Concepts,ONDOOR,Retailing,Diversified Retail,289.6
One 97,PAYTM,Financial Technology (Fintech),Financial Technology (Fintech),1659.5
One Global Serv,ONEGLOBAL,Healthcare Services,Healthcare Service Provider,542.4
One Mobikwik,MOBIKWIK,Financial Technology (Fintech),Financial Technology (Fintech),192.12
One Point One,ONEPOINT,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),57.01
OneClick Logisti,OLIL,Transport Services,Logistics Solution Provider,427.05
Onelife Capital,ONELIFECAP,Capital Markets,Stockbroking & Allied,32.18
Onemi Technology,KISSHT,Finance,Other Financial Services,309.3
OneSource Speci.,ONESOURCE,Pharmaceuticals & Biotechnology,Pharmaceuticals,1537.8
Onida Electronics,ONIDA,Consumer Durables,Consumer Electronics,34.64
Onix Solar,ONIXSOLAR,Non - Ferrous Metals,Copper,403.2
OnMobile Global,ONMOBILE,Media,Web based media and service,48.49
Onward Technolog,ONWARDTEC,IT - Services,IT Enabled Services,284.35
Onyx Biotec,ONYX,Pharmaceuticals & Biotechnology,Pharmaceuticals,37.5
Optiemus Infra.,OPTIEMUS,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,569.3
Optimus Finance,OPTIFIN,Finance,Non Banking Financial Company (NBFC),14.84
Optimystix Entertainment,OPTIMYSTIX,Entertainment,Media & Entertainment,141.85
Optivalue Tek,OPTIVALUE,IT - Services,IT Enabled Services,174.05
Oracle Fin.Serv.,OFSS,IT - Software,Software Products,12058
Orbit Exports,ORBTEXP,Textiles & Apparels,Other Textile Products,239.02
Orchasp Ltd,ORCHASP,IT - Software,Computers - Software & Consulting,1.39
Orchid Pharma,ORCHPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,954.65
Oriana Power Ltd,ORIANA,Electrical Equipment,Other Electrical Equipment,1205.7
Oricon Enterpris,ORICONENT,Industrial Products,Packaging,54.15
Orient Bell,ORIENTBELL,Consumer Durables,Ceramics,420.1
Orient Cement,ORIENTCEM,Cement & Cement Products,Cement & Cement Products,129.68
Orient Ceratech,ORIENTCER,Industrial Products,Electrodes & Refractories,43.91
Orient Electric,ORIENTELEC,Consumer Durables,Household Appliances,179.19
Orient Green,GREENPOWER,Power,Power Generation,9.28
Orient Paper,ORIENTPPR,"Paper, Forest & Jute Products",Paper & Paper Products,17.08
Orient Press,ORIENTLTD,Industrial Products,Packaging,80.65
Orient Tech.,ORIENTTECH,IT - Services,IT Enabled Services,238.39
Oriental Aromat.,OAL,Chemicals & Petrochemicals,Specialty Chemicals,519.9
Oriental Hotels,ORIENTHOT,Leisure Services,Hotels & Resorts,139.93
Oriental Rail,ORIRAIL,Industrial Products,Other Industrial Products,130.76
Oriental Trimex,ORIENTALTL,Consumer Durables,Granites & Marbles,5.31
Orissa Minerals,ORISSAMINE,Minerals & Mining,Industrial Minerals,4311.7
Orkla India,ORKLAINDIA,Food Products,Other Food Products,594.15
Ortin Global,ORTINGLOBE,Pharmaceuticals & Biotechnology,Pharmaceuticals,15.67
OSEL Devices,OSELDEVICE,Healthcare Equipment & Supplies,Medical Equipment & Supplies,385.15
Osia Hyper Reta.,OSIAHYPER,Retailing,Diversified Retail,2.47
Oswal Agro Mills,OSWALAGRO,Commercial Services & Supplies,Trading & Distributors,36.66
Oswal Green Tech,OSWALGREEN,Finance,Investment Company,20.39
Oswal Pumps,OSWALPUMPS,Industrial Products,"Compressors, Pumps & Diesel Engines",279.2
Owais Metal,OWAIS,Ferrous Metals,Ferro & Silica Manganese,80.45
P & G Health Ltd,PGHL,Pharmaceuticals & Biotechnology,Pharmaceuticals,5660
P & G Hygiene,PGHH,Personal Products,Personal Care,7667.5
P I Industries,PIIND,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,2465
P N Gadgil Jewe.,PNGJL,Consumer Durables,"Gems, Jewellery And Watches",609.05
P S Raj Steels,PSRAJ,Industrial Products,Iron & Steel Products,83.95
P.E. Analytics,PROPEQUITY,Realty,Real Estate related services,225
Pace Digitek,PACEDIGITK,Telecom - Services,Telecom - Infrastructure,167.59
Pacific Inds,PACIFICI,Consumer Durables,Granites & Marbles,143.82
Page Industries,PAGEIND,Textiles & Apparels,Garments & Apparels,36300
Paisalo Digital,PAISALO,Finance,Non Banking Financial Company (NBFC),74.1
Pakka,PAKKA,"Paper, Forest & Jute Products",Paper & Paper Products,73.71
Palash Securi.,PALASHSECU,Food Products,Packaged Foods,90.17
Palred Technolog,PALREDTEC,IT - Services,IT Enabled Services,55.83
Panacea Biotec,PANACEABIO,Pharmaceuticals & Biotechnology,Pharmaceuticals,381.25
Panache Digilife,PANACHE,IT - Services,IT Enabled Services,525
Panama Petrochem,PANAMAPET,Petroleum Products,Lubricants,495.45
Panchmahal Steel,PANCHMAHQ,Industrial Products,Iron & Steel Products,303
Panorama Studios,PANORAMA,Entertainment,"Film Production, Distribution & Exhibition",47.41
Pansari Develop.,PANSARI,Realty,"Residential, Commercial Projects",300.05
Par Drugs & Che.,PAR,Pharmaceuticals & Biotechnology,Pharmaceuticals,156.71
Paradeep Phosph.,PARADEEP,Fertilizers & Agrochemicals,Fertilizers,157
Parag Milk Foods,PARAGMILK,Food Products,Dairy Products,249.6
Paragon Fine,PARAGON,Chemicals & Petrochemicals,Dyes And Pigments,47.5
Paramatrix Tech.,PARAMATRIX,IT - Software,Computers - Software & Consulting,60.35
Paramount Comm.,PARACABLES,Industrial Products,Cables - Electricals,65.51
Paramount Dye,PARAMOUNT,Textiles & Apparels,Other Textile Products,36.85
Paramount Specia,PSFL,Industrial Products,Other Industrial Products,34
Paras Defence,PARAS,Aerospace & Defense,Aerospace & Defense,1414.9
Paras Petrofils,PARASPETRO,Finance,Investment Company,2.14
Parin Enterpris.,PARIN,Consumer Durables,"Furniture, Home Furnishing",716.3
Park Medi World,PARKHOSPS,Healthcare Services,Hospital,286.25
Parnax Lab,PARNAXLAB,Pharmaceuticals & Biotechnology,Pharmaceuticals,134.8
Parsvnath Devl.,PARSVNATH,Realty,"Residential, Commercial Projects",1.57
Parth Electrical,PARTH,Electrical Equipment,Other Electrical Equipment,525.7
Party Cruisers,PARTYCRUS,Other Consumer Services,Other Consumer Services,79.7
Pashupati Cotsp.,PASHUPATI,Textiles & Apparels,Other Textile Products,81.94
Pasupati Acrylon,PASUPTAC,Chemicals & Petrochemicals,Petrochemicals,67.64
Patanjali Foods,PATANJALI,Agricultural Food & other Products,Edible Oil,342.5
Patel Engineerin,PATELENG,Construction,Civil Construction,27.28
Patel Integrated,PATINTLOG,Transport Services,Logistics Solution Provider,13.32
Patel Retail,PATELRMART,Retailing,Diversified Retail,218.32
Patil Automation,PATILAUTOM,Industrial Manufacturing,Industrial Products,279.35
Paul Merchants,PML,Finance,Other Financial Services,488.8
Paushak,PAUSHAKLTD,Chemicals & Petrochemicals,Specialty Chemicals,785.5
Pavna Industries,PAVNAIND,Auto Components,Auto Components & Equipments,17.22
PB Fintech.,POLICYBZR,Financial Technology (Fintech),Financial Technology (Fintech),1836
PBM Polytex,PBMPOLY,Textiles & Apparels,Other Textile Products,61
PC Jeweller,PCJEWELLER,Consumer Durables,"Gems, Jewellery And Watches",11.86
PCBL Chemical,PCBL,Chemicals & Petrochemicals,Carbon Black,317
PDS,PDSL,Textiles & Apparels,Trading - Textile Products,358.5
Pearl Global Ind,PGIL,Textiles & Apparels,Garments & Apparels,2278.3
Pearl Polymers,PEARLPOLY,Consumer Durables,Plastic Products - Consumer,15.08
Pelatro,PELATRO,Media,Web based media and service,391.75
Peninsula Land,PENINLAND,Realty,"Residential, Commercial Projects",16.55
Pennar Industrie,PENIND,Industrial Manufacturing,Industrial Products,169.56
Pentagon Rubber,PENTAGON,Industrial Products,Rubber,82.3
Permanent Magnet,PERMAGN,Electrical Equipment,Other Electrical Equipment,888.2
Persistent Systems,PERSISTENT,IT - Software,Computers - Software & Consulting,5643
Petro Carbon,PCCL,Minerals & Mining,Industrial Minerals,425.15
Petronet LNG,PETRONET,Gas,LPG/CNG/PNG/LNG Supplier,288.1
Pfizer,PFIZER,Pharmaceuticals & Biotechnology,Pharmaceuticals,4609.7
PG Electroplast,PGEL,Consumer Durables,Consumer Electronics,562.3
Phantom Digital,PHANTOMFX,Entertainment,Media & Entertainment,116.85
Phoenix Intl.,PHOENXINTL,Commercial Services & Supplies,Diversified Commercial Services,29.01
Phoenix Mills,PHOENIXLTD,Realty,"Residential, Commercial Projects",1942
Phoenix Overseas,PHOGLOBAL,Commercial Services & Supplies,Trading & Distributors,14.25
Physicswallah,PWL,Other Consumer Services,E-Learning,126.42
Piccadily Agro,PICCADIL,Beverages,Breweries & Distilleries,615.75
Pidilite Inds.,PIDILITIND,Chemicals & Petrochemicals,Specialty Chemicals,1629.5
Pil Italica Life,PILITA,Consumer Durables,Plastic Products - Consumer,8.02
Pilani Invest.,PILANIINVS,Finance,Investment Company,4323.8
Pine Labs,PINELABS,Financial Technology (Fintech),Financial Technology (Fintech),166.37
Pion. Embroider.,PIONEEREMB,Textiles & Apparels,Other Textile Products,21.36
Pioneer Invest,PIONRINV,Finance,Other Financial Services,83.89
Piramal Finance.,PIRAMALFIN,Finance,Housing Finance Company,2225
Piramal Pharma,PPLPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,214.22
Pitti Engg.,PITTIENG,Industrial Manufacturing,Industrial Products,1084.9
Pix Transmission,PIXTRANS,Industrial Products,Rubber,1791.7
Plastiblends (I),PLASTIBLEN,Chemicals & Petrochemicals,Specialty Chemicals,187.91
Platinum Industr,PLATIND,Chemicals & Petrochemicals,Specialty Chemicals,231.54
Plaza Wires,PLAZACABLE,Industrial Products,Cables - Electricals,61.32
PNB Gilts,PNBGILTS,Finance,Investment Company,83.08
PNB Housing,PNBHOUSING,Finance,Housing Finance Company,1166
PNC Infratech,PNCINFRA,Construction,Civil Construction,183.11
PNGS Reva Diamo.,PNGSREVA,Consumer Durables,"Gems, Jewellery And Watches",516.35
POCL Enterprises,POEL,Chemicals & Petrochemicals,Commodity Chemicals,142.78
Poddar Pigments,PODDARMENT,Chemicals & Petrochemicals,Dyes And Pigments,257.1
Pokarna,POKARNA,Consumer Durables,Granites & Marbles,817.15
Poly Medicure,POLYMED,Healthcare Equipment & Supplies,Medical Equipment & Supplies,1702.5
Polycab India,POLYCAB,Industrial Products,Cables - Electricals,8300
Polyplex Corpn,POLYPLEX,Industrial Products,Packaging,1191
Polysil Irrigati,POLYSIL,Industrial Products,Plastic Products - Industrial,70.4
Polyspin Exports,POLYSPIN,Industrial Products,Packaging,29.64
Pondy Oxides,POCL,Diversified Metals,Diversified Metals,477.8
Ponni Sug.Erode,PONNIERODE,Agricultural Food & other Products,Sugar,382.45
Poonawalla Fin,POONAWALLA,Finance,Non Banking Financial Company (NBFC),468.45
Popular Vehicles,PVSL,Automobiles,Auto Dealer,102.63
Positron Energy,POSITRON,Commercial Services & Supplies,Diversified Commercial Services,180
Power & Instrum.,PIGL,Electrical Equipment,Other Electrical Equipment,98.78
Power Fin.Corpn.,PFC,Finance,Financial Institution,355.6
Power Grid Corpn,POWERGRID,Power,Power - Transmission,266
Power Mech Proj.,POWERMECH,Construction,Civil Construction,2306.1
Powergrid Infra.,PGINVIT,Power,Power - Transmission,101.17
Powerica Ltd,POWERICA,Electrical Equipment,Heavy Electrical Equipment,525.05
PPAP Automotive,PPAP,Auto Components,Auto Components & Equipments,260.9
Prabha Energy,PRABHA,Oil,Oil Exploration & Production,230.6
Pradeep Metals,PRADPME,Auto Components,Auto Components & Equipments,491.6
Praj Industries,PRAJIND,Industrial Manufacturing,Industrial Products,335.55
Prajay Engineers,PRAENG,Realty,"Residential, Commercial Projects",24.69
Prakash Industri,PRAKASH,Ferrous Metals,Iron & Steel,125.63
Prakash Pipes,PPL,Industrial Products,Plastic Products - Industrial,262
Prakash Steelage,PRAKASHSTL,Industrial Products,Iron & Steel Products,3.82
Pramara Promotio,PRAMARA,Media,Advertising & Media Agencies,102.25
Pramodini Medicare,PRAMODINI,Healthcare Services,Healthcare Service Provider,114.8
Pranik Logistics,PRANIK,Transport Services,Logistics Solution Provider,47.85
Prataap Snacks,DIAMONDYD,Food Products,Packaged Foods,1158.3
Pratham EPC,PRATHAM,Construction,Civil Construction,119
Praveg,PRAVEG,Leisure Services,Hotels & Resorts,266.15
Praxis Home,PRAXIS,Retailing,Speciality Retail,4.65
Prec. Wires (I),PRECWIRE,Industrial Products,"Aluminium, Copper & Zinc Products",472.8
Precision Camshf,PRECAM,Auto Components,Auto Components & Equipments,124.02
Precision Metal.,PRECISION,Auto Components,Auto Components & Equipments,6.5
Precot,PRECOT,Textiles & Apparels,Other Textile Products,698.05
Prem. Explosives,PREMEXPLN,Chemicals & Petrochemicals,Explosives,664
Premco Global,PREMCO,Textiles & Apparels,Other Textile Products,390.95
Premier Energies,PREMIERENE,Electrical Equipment,Other Electrical Equipment,1002
Premier Polyfilm,PREMIERPOL,Industrial Products,Plastic Products - Industrial,95.36
Premier Roadline,PRLIND,Transport Services,Logistics Solution Provider,38.05
Premium Plast,PREMIUM,Auto Components,Auto Components & Equipments,38
Presstonic Engi.,PRESSTONIC,Industrial Manufacturing,Industrial Products,33.05
Prestige Estates,PRESTIGE,Realty,"Residential, Commercial Projects",1587
Pricol Ltd,PRICOLLTD,Auto Components,Auto Components & Equipments,764.95
Prime Cable Ind.,PRIMECAB,Industrial Products,Cables - Electricals,197.5
Prime Focus,PFOCUS,Entertainment,Media & Entertainment,307
Prime Securities,PRIMESECU,Finance,Other Financial Services,284.5
Primo Chemicals,PRIMO,Chemicals & Petrochemicals,Commodity Chemicals,21.27
Prince Pipes,PRINCEPIPE,Industrial Products,Plastic Products - Industrial,283
Priority Jewels,PRIORITY,Consumer Durables,"Gems, Jewellery And Watches",241.5
Prism Johnson,PRSMJOHNSN,Cement & Cement Products,Cement & Cement Products,111.12
Prismx Global,PRISMX,Commercial Services & Supplies,Trading & Distributors,0.55
Prit Nandy Comm.,PNC,Entertainment,"Film Production, Distribution & Exhibition",16.72
Priti Internati.,PRITI,Consumer Durables,"Furniture, Home Furnishing",33.89
Pritika Auto,PRITIKAUTO,Auto Components,Auto Components & Equipments,16.27
Pritika Engineer,PRITIKA,Auto Components,Auto Components & Equipments,63.35
Privi Speci.,PRIVISCL,Chemicals & Petrochemicals,Specialty Chemicals,3367.3
Prizor Viztech,PRIZOR,Industrial Manufacturing,Industrial Products,1200.4
Pro FX,PROFX,Consumer Durables,Consumer Electronics,77
Prolife Indust.,PROLIFE,Chemicals & Petrochemicals,Dyes And Pigments,79
Propshop Events,PROPSHOP,Commercial Services & Supplies,Diversified Commercial Services,70.1
Prostarm Info,PROSTARM,Electrical Equipment,Other Electrical Equipment,134.73
Protean eGov,PROTEAN,IT - Services,IT Enabled Services,496.3
Proventus Agro.,PROV,Food Products,Other Food Products,1910
Prozone Realty,PROZONER,Realty,"Residential, Commercial Projects",49.76
Pruden. Sugar,PRUDMOULI,Agricultural Food & other Products,Sugar,16.25
Prudent Corp.,PRUDENT,Capital Markets,Financial Products Distributor,3347.6
PSP Projects,PSPPROJECT,Construction,Civil Construction,875.5
PTC India,PTC,Power,Power Trading,156.29
PTC India Fin,PFS,Finance,Non Banking Financial Company (NBFC),26.94
PTC Industries,PTCIL,Industrial Products,Castings & Forgings,23830
PTL Enterprises,PTL,Commercial Services & Supplies,Diversified Commercial Services,38.74
Pudumjee Paper,PDMJEPAPER,"Paper, Forest & Jute Products",Paper & Paper Products,93.22
Pulz Electronics,PULZ,Consumer Durables,Consumer Electronics,22.1
Pun. & Sind Bank,PSB,Banks,Public Sector Bank,23.23
Punjab Chemicals,PUNJABCHEM,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,1100.3
Punjab Natl.Bank,PNB,Banks,Public Sector Bank,117
Puravankara,PURVA,Realty,"Residential, Commercial Projects",230.72
Purple Style,PERNIASPOP,,,
Purple United,PURPLEUTED,Textiles & Apparels,Garments & Apparels,416.2
Purv Flexi,PURVFLEXI,Industrial Products,Plastic Products - Industrial,45.8
Pushpa Jewellers,PUSHPA,Consumer Durables,"Gems, Jewellery And Watches",108.95
PVP Ventures,PVP,Realty,"Residential, Commercial Projects",67.94
PVR Inox,PVRINOX,Entertainment,"Film Production, Distribution & Exhibition",1227.2
Pyramid Technopl,PYRAMID,Industrial Products,Packaging,153.83
Q-Line Biotech,QLINE,Healthcare Equipment & Supplies,Medical Equipment & Supplies,639.6
QMS Medical,QMSMEDI,Healthcare Equipment & Supplies,Medical Equipment & Supplies,158.97
Quadpro ITeS,QUADPRO,IT - Services,IT Enabled Services,2.5
Quadrant Future,QUADFUTURE,Industrial Products,Cables - Electricals,417.9
Quality Foils,QFIL,Industrial Products,Iron & Steel Products,63
Quality Power El,QPOWER,Electrical Equipment,Heavy Electrical Equipment,1495.3
Quess Corp,QUESS,Commercial Services & Supplies,Diversified Commercial Services,354.75
Quest Laborato.,QUESTLAB,Pharmaceuticals & Biotechnology,Pharmaceuticals,85.5
Quick Heal Tech,QUICKHEAL,IT - Software,Software Products,140.94
Quicktouch Tech,QUICKTOUCH,IT - Software,Computers - Software & Consulting,16
Quint Digital,QUINT,Media,Electronic Media,40.68
QVC Exports,QVCEL,Ferrous Metals,Ferro & Silica Manganese,24.75
R C F,RCF,Fertilizers & Agrochemicals,Fertilizers,114.92
